Units,Year,Location,Provider,Funding
0,2019-20,Rhondda Cynon Taf,Aelwyd Housing Association,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Aelwyd Housing Association,Non-Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Cadarn Housing Group,Total
0,2019-20,Rhondda Cynon Taf,Cadarn Housing Group,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Cadarn Housing Group,Non-Capital Grant Funded
1,2019-20,Rhondda Cynon Taf,First Choice Housing Association,Total
1,2019-20,Rhondda Cynon Taf,First Choice Housing Association,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,First Choice Housing Association,Non-Capital Grant Funded
4,2019-20,Rhondda Cynon Taf,Hafod Housing Association,Total
2,2019-20,Rhondda Cynon Taf,Hafod Housing Association,Capital Grant Funded
2,2019-20,Rhondda Cynon Taf,Hafod Housing Association,Non-Capital Grant Funded
60,2019-20,Rhondda Cynon Taf,Newydd Housing Association,Total
58,2019-20,Rhondda Cynon Taf,Newydd Housing Association,Capital Grant Funded
2,2019-20,Rhondda Cynon Taf,Newydd Housing Association,Non-Capital Grant Funded
21,2019-20,Rhondda Cynon Taf,Rhondda Housing Association,Total
21,2019-20,Rhondda Cynon Taf,Rhondda Housing Association,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Rhondda Housing Association,Non-Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,United Welsh Housing Association,Total
0,2019-20,Rhondda Cynon Taf,United Welsh Housing Association,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,United Welsh Housing Association,Non-Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Wales and West Housing,Total
0,2019-20,Rhondda Cynon Taf,Wales and West Housing,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Wales and West Housing,Non-Capital Grant Funded
23,2019-20,Rhondda Cynon Taf,Trivallis,Total
20,2019-20,Rhondda Cynon Taf,Trivallis,Capital Grant Funded
3,2019-20,Rhondda Cynon Taf,Trivallis,Non-Capital Grant Funded
19,2019-20,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Total
19,2019-20,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Cynon-Taf Community Housing Group,Non-Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Pobl Group,Total
0,2019-20,Rhondda Cynon Taf,Pobl Group,Capital Grant Funded
0,2019-20,Rhondda Cynon Taf,Pobl Group,Non-Capital Grant Funded
0,2019-20,Merthyr Tydfil,Merthyr Tydfil,Total
0,2019-20,Merthyr Tydfil,Merthyr Tydfil,Capital Grant Funded
0,2019-20,Merthyr Tydfil,Merthyr Tydfil,Non-Capital Grant Funded
21,2019-20,Merthyr Tydfil,Registered Social Landlords,Total
11,2019-20,Merthyr Tydfil,Registered Social Landlords,Capital Grant Funded
10,2019-20,Merthyr Tydfil,Registered Social Landlords,Non-Capital Grant Funded
0,2019-20,Merthyr Tydfil,Aelwyd Housing Association,Total
0,2019-20,Merthyr Tydfil,Aelwyd Housing Association,Capital Grant Funded
0,2019-20,Merthyr Tydfil,Aelwyd Housing Association,Non-Capital Grant Funded
0,2019-20,Merthyr Tydfil,First Choice Housing Association,Total
0,2019-20,Merthyr Tydfil,First Choice Housing Association,Capital Grant Funded
0,2019-20,Merthyr Tydfil,First Choice Housing Association,Non-Capital Grant Funded
11,2019-20,Merthyr Tydfil,Merthyr Tydfil Housing Association,Total
3,2019-20,Merthyr Tydfil,Merthyr Tydfil Housing Association,Capital Grant Funded
8,2019-20,Merthyr Tydfil,Merthyr Tydfil Housing Association,Non-Capital Grant Funded
0,2019-20,Merthyr Tydfil,United Welsh Housing Association,Total
0,2019-20,Merthyr Tydfil,United Welsh Housing Association,Capital Grant Funded
0,2019-20,Merthyr Tydfil,United Welsh Housing Association,Non-Capital Grant Funded
9,2019-20,Merthyr Tydfil,Wales and West Housing,Total
8,2019-20,Merthyr Tydfil,Wales and West Housing,Capital Grant Funded
1,2019-20,Merthyr Tydfil,Wales and West Housing,Non-Capital Grant Funded
1,2019-20,Merthyr Tydfil,Merthyr Valleys Homes,Total
0,2019-20,Merthyr Tydfil,Merthyr Valleys Homes,Capital Grant Funded
1,2019-20,Merthyr Tydfil,Merthyr Valleys Homes,Non-Capital Grant Funded
9,2019-20,Caerphilly,Caerphilly,Total
9,2019-20,Caerphilly,Caerphilly,Capital Grant Funded
0,2019-20,Caerphilly,Caerphilly,Non-Capital Grant Funded
117,2019-20,Caerphilly,Registered Social Landlords,Total
78,2019-20,Caerphilly,Registered Social Landlords,Capital Grant Funded
39,2019-20,Caerphilly,Registered Social Landlords,Non-Capital Grant Funded
0,2019-20,Caerphilly,Aelwyd Housing Association,Total
0,2019-20,Caerphilly,Aelwyd Housing Association,Capital Grant Funded
0,2019-20,Caerphilly,Aelwyd Housing Association,Non-Capital Grant Funded
0,2019-20,Caerphilly,First Choice Housing Association,Total
0,2019-20,Caerphilly,First Choice Housing Association,Capital Grant Funded
0,2019-20,Caerphilly,First Choice Housing Association,Non-Capital Grant Funded
0,2019-20,Caerphilly,Linc Cymru,Total
0,2019-20,Caerphilly,Linc Cymru,Capital Grant Funded
0,2019-20,Caerphilly,Linc Cymru,Non-Capital Grant Funded
0,2019-20,Caerphilly,Abbeyfield Wales,Total
0,2019-20,Caerphilly,Abbeyfield Wales,Capital Grant Funded
0,2019-20,Caerphilly,Abbeyfield Wales,Non-Capital Grant Funded
64,2019-20,Caerphilly,United Welsh Housing Association,Total
49,2019-20,Caerphilly,United Welsh Housing Association,Capital Grant Funded
15,2019-20,Caerphilly,United Welsh Housing Association,Non-Capital Grant Funded
0,2019-20,Caerphilly,Wales and West Housing,Total
0,2019-20,Caerphilly,Wales and West Housing,Capital Grant Funded
0,2019-20,Caerphilly,Wales and West Housing,Non-Capital Grant Funded
53,2019-20,Caerphilly,Pobl Group,Total
29,2019-20,Caerphilly,Pobl Group,Capital Grant Funded
24,2019-20,Caerphilly,Pobl Group,Non-Capital Grant Funded
0,2019-20,Blaenau Gwent,Blaenau Gwent,Total
0,2019-20,Blaenau Gwent,Blaenau Gwent,Capital Grant Funded
0,2019-20,Blaenau Gwent,Blaenau Gwent,Non-Capital Grant Funded
12,2019-20,Blaenau Gwent,Registered Social Landlords,Total
7,2019-20,Blaenau Gwent,Registered Social Landlords,Capital Grant Funded
5,2019-20,Blaenau Gwent,Registered Social Landlords,Non-Capital Grant Funded
0,2019-20,Blaenau Gwent,Aelwyd Housing Association,Total
0,2019-20,Blaenau Gwent,Aelwyd Housing Association,Capital Grant Funded
0,2019-20,Blaenau Gwent,Aelwyd Housing Association,Non-Capital Grant Funded
0,2019-20,Blaenau Gwent,First Choice Housing Association,Total
0,2019-20,Blaenau Gwent,First Choice Housing Association,Capital Grant Funded
0,2019-20,Blaenau Gwent,First Choice Housing Association,Non-Capital Grant Funded
2,2019-20,Blaenau Gwent,Linc Cymru,Total
2,2019-20,Blaenau Gwent,Linc Cymru,Capital Grant Funded
0,2019-20,Blaenau Gwent,Linc Cymru,Non-Capital Grant Funded
5,2019-20,Blaenau Gwent,United Welsh Housing Association,Total
0,2019-20,Blaenau Gwent,United Welsh Housing Association,Capital Grant Funded
5,2019-20,Blaenau Gwent,United Welsh Housing Association,Non-Capital Grant Funded
5,2019-20,Blaenau Gwent,Melin Homes,Total
5,2019-20,Blaenau Gwent,Melin Homes,Capital Grant Funded
0,2019-20,Blaenau Gwent,Melin Homes,Non-Capital Grant Funded
0,2019-20,Blaenau Gwent,Tai Calon Community Housing,Total
0,2019-20,Blaenau Gwent,Tai Calon Community Housing,Capital Grant Funded
0,2019-20,Blaenau Gwent,Tai Calon Community Housing,Non-Capital Grant Funded
0,2019-20,Torfaen,Torfaen,Total
0,2019-20,Torfaen,Torfaen,Capital Grant Funded
0,2019-20,Torfaen,Torfaen,Non-Capital Grant Funded
141,2019-20,Torfaen,Registered Social Landlords,Total
75,2019-20,Torfaen,Registered Social Landlords,Capital Grant Funded
66,2019-20,Torfaen,Registered Social Landlords,Non-Capital Grant Funded
0,2019-20,Torfaen,Aelwyd Housing Association,Total
0,2019-20,Torfaen,Aelwyd Housing Association,Capital Grant Funded
0,2019-20,Torfaen,Aelwyd Housing Association,Non-Capital Grant Funded
0,2019-20,Torfaen,First Choice Housing Association,Total
0,2019-20,Torfaen,First Choice Housing Association,Capital Grant Funded
0,2019-20,Torfaen,First Choice Housing Association,Non-Capital Grant Funded
0,2019-20,Torfaen,Linc Cymru,Total
0,2019-20,Torfaen,Linc Cymru,Capital Grant Funded
0,2019-20,Torfaen,Linc Cymru,Non-Capital Grant Funded
0,2019-20,Torfaen,United Welsh Housing Association,Total
0,2019-20,Torfaen,United Welsh Housing Association,Capital Grant Funded
0,2019-20,Torfaen,United Welsh Housing Association,Non-Capital Grant Funded
106,2019-20,Torfaen,Melin Homes,Total
55,2019-20,Torfaen,Melin Homes,Capital Grant Funded
51,2019-20,Torfaen,Melin Homes,Non-Capital Grant Funded
34,2019-20,Torfaen,Bron Afon Community Housing,Total
19,2019-20,Torfaen,Bron Afon Community Housing,Capital Grant Funded
15,2019-20,Torfaen,Bron Afon Community Housing,Non-Capital Grant Funded
1,2019-20,Torfaen,Pobl Group,Total
1,2019-20,Torfaen,Pobl Group,Capital Grant Funded
0,2019-20,Torfaen,Pobl Group,Non-Capital Grant Funded
0,2019-20,Monmouthshire,Monmouthshire,Total
0,2019-20,Monmouthshire,Monmouthshire,Capital Grant Funded
0,2019-20,Monmouthshire,Monmouthshire,Non-Capital Grant Funded
113,2019-20,Monmouthshire,Registered Social Landlords,Total
52,2019-20,Monmouthshire,Registered Social Landlords,Capital Grant Funded
61,2019-20,Monmouthshire,Registered Social Landlords,Non-Capital Grant Funded
0,2019-20,Monmouthshire,Aelwyd Housing Association,Total
0,2019-20,Monmouthshire,Aelwyd Housing Association,Capital Grant Funded
0,2019-20,Monmouthshire,Aelwyd Housing Association,Non-Capital Grant Funded
0,2019-20,Monmouthshire,Abbeyfield Wales,Total
0,2019-20,Monmouthshire,Abbeyfield Wales,Capital Grant Funded
0,2019-20,Monmouthshire,Abbeyfield Wales,Non-Capital Grant Funded
0,2019-20,Monmouthshire,United Welsh Housing Association,Total
0,2019-20,Monmouthshire,United Welsh Housing Association,Capital Grant Funded
0,2019-20,Monmouthshire,United Welsh Housing Association,Non-Capital Grant Funded
27,2019-20,Monmouthshire,Melin Homes,Total
9,2019-20,Monmouthshire,Melin Homes,Capital Grant Funded
18,2019-20,Monmouthshire,Melin Homes,Non-Capital Grant Funded
80,2019-20,Monmouthshire,Monmouthshire Housing,Total
43,2019-20,Monmouthshire,Monmouthshire Housing,Capital Grant Funded
37,2019-20,Monmouthshire,Monmouthshire Housing,Non-Capital Grant Funded
6,2019-20,Monmouthshire,Pobl Group,Total
0,2019-20,Monmouthshire,Pobl Group,Capital Grant Funded
6,2019-20,Monmouthshire,Pobl Group,Non-Capital Grant Funded
0,2019-20,Newport,Newport,Total
0,2019-20,Newport,Newport,Capital Grant Funded
0,2019-20,Newport,Newport,Non-Capital Grant Funded
239,2019-20,Newport,Registered Social Landlords,Total
205,2019-20,Newport,Registered Social Landlords,Capital Grant Funded
34,2019-20,Newport,Registered Social Landlords,Non-Capital Grant Funded
0,2019-20,Newport,Aelwyd Housing Association,Total
0,2019-20,Newport,Aelwyd Housing Association,Capital Grant Funded
0,2019-20,Newport,Aelwyd Housing Association,Non-Capital Grant Funded
0,2019-20,Newport,First Choice Housing Association,Total
0,2019-20,Newport,First Choice Housing Association,Capital Grant Funded
0,2019-20,Newport,First Choice Housing Association,Non-Capital Grant Funded
61,2019-20,Newport,Linc Cymru,Total
61,2019-20,Newport,Linc Cymru,Capital Grant Funded
0,2019-20,Newport,Linc Cymru,Non-Capital Grant Funded
0,2019-20,Newport,Abbeyfield Wales,Total
0,2019-20,Newport,Abbeyfield Wales,Capital Grant Funded
0,2019-20,Newport,Abbeyfield Wales,Non-Capital Grant Funded
0,2019-20,Newport,United Welsh Housing Association,Total
0,2019-20,Newport,United Welsh Housing Association,Capital Grant Funded
0,2019-20,Newport,United Welsh Housing Association,Non-Capital Grant Funded
0,2019-20,Newport,Melin Homes,Total
0,2019-20,Newport,Melin Homes,Capital Grant Funded
0,2019-20,Newport,Melin Homes,Non-Capital Grant Funded
41,2019-20,Newport,Newport City Homes,Total
41,2019-20,Newport,Newport City Homes,Capital Grant Funded
0,2019-20,Newport,Newport City Homes,Non-Capital Grant Funded
137,2019-20,Newport,Pobl Group,Total
103,2019-20,Newport,Pobl Group,Capital Grant Funded
34,2019-20,Newport,Pobl Group,Non-Capital Grant Funded
497,2020-21,Wales,Local Authorities,Total
137,2020-21,Wales,Local Authorities,Capital Grant Funded
360,2020-21,Wales,Local Authorities,Non-Capital Grant Funded
3018,2020-21,Wales,Registered Social Landlords,Total
2393,2020-21,Wales,Registered Social Landlords,Capital Grant Funded
625,2020-21,Wales,Registered Social Landlords,Non-Capital Grant Funded
36,2020-21,Isle of Anglesey,Isle of Anglesey,Total
21,2020-21,Isle of Anglesey,Isle of Anglesey,Capital Grant Funded
15,2020-21,Isle of Anglesey,Isle of Anglesey,Non-Capital Grant Funded
48,2020-21,Isle of Anglesey,Registered Social Landlords,Total
44,2020-21,Isle of Anglesey,Registered Social Landlords,Capital Grant Funded
4,2020-21,Isle of Anglesey,Registered Social Landlords,Non-Capital Grant Funded
12,2020-21,Isle of Anglesey,Clwyd Alyn Housing Association,Total
12,2020-21,Isle of Anglesey,Clwyd Alyn Housing Association,Capital Grant Funded
0,2020-21,Isle of Anglesey,Clwyd Alyn Housing Association,Non-Capital Grant Funded
7,2020-21,Isle of Anglesey,Grwp Cynefin,Total
7,2020-21,Isle of Anglesey,Grwp Cynefin,Capital Grant Funded
0,2020-21,Isle of Anglesey,Grwp Cynefin,Non-Capital Grant Funded
29,2020-21,Isle of Anglesey,North Wales Housing Association,Total
25,2020-21,Isle of Anglesey,North Wales Housing Association,Capital Grant Funded
4,2020-21,Isle of Anglesey,North Wales Housing Association,Non-Capital Grant Funded
0,2020-21,Gwynedd,Gwynedd,Total
0,2020-21,Gwynedd,Gwynedd,Capital Grant Funded
0,2020-21,Gwynedd,Gwynedd,Non-Capital Grant Funded
82,2020-21,Gwynedd,Registered Social Landlords,Total
80,2020-21,Gwynedd,Registered Social Landlords,Capital Grant Funded
2,2020-21,Gwynedd,Registered Social Landlords,Non-Capital Grant Funded
0,2020-21,Gwynedd,Clwyd Alyn Housing Association,Total
0,2020-21,Gwynedd,Clwyd Alyn Housing Association,Capital Grant Funded
0,2020-21,Gwynedd,Clwyd Alyn Housing Association,Non-Capital Grant Funded
15,2020-21,Gwynedd,Grwp Cynefin,Total
15,2020-21,Gwynedd,Grwp Cynefin,Capital Grant Funded
0,2020-21,Gwynedd,Grwp Cynefin,Non-Capital Grant Funded
0,2020-21,Gwynedd,Stori Cymru,Total
0,2020-21,Gwynedd,Stori Cymru,Capital Grant Funded
0,2020-21,Gwynedd,Stori Cymru,Non-Capital Grant Funded
0,2020-21,Gwynedd,First Choice Housing Association,Total
0,2020-21,Gwynedd,First Choice Housing Association,Capital Grant Funded
0,2020-21,Gwynedd,First Choice Housing Association,Non-Capital Grant Funded
0,2020-21,Gwynedd,North Wales Housing Association,Total
0,2020-21,Gwynedd,North Wales Housing Association,Capital Grant Funded
0,2020-21,Gwynedd,North Wales Housing Association,Non-Capital Grant Funded
0,2020-21,Gwynedd,Abbeyfield Wales,Total
0,2020-21,Gwynedd,Abbeyfield Wales,Capital Grant Funded
0,2020-21,Gwynedd,Abbeyfield Wales,Non-Capital Grant Funded
67,2020-21,Gwynedd,Adra,Total
65,2020-21,Gwynedd,Adra,Capital Grant Funded
2,2020-21,Gwynedd,Adra,Non-Capital Grant Funded
0,2020-21,Conwy,Conwy,Total
0,2020-21,Conwy,Conwy,Capital Grant Funded
0,2020-21,Conwy,Conwy,Non-Capital Grant Funded
107,2020-21,Conwy,Registered Social Landlords,Total
94,2020-21,Conwy,Registered Social Landlords,Capital Grant Funded
13,2020-21,Conwy,Registered Social Landlords,Non-Capital Grant Funded
31,2020-21,Conwy,Clwyd Alyn Housing Association,Total
31,2020-21,Conwy,Clwyd Alyn Housing Association,Capital Grant Funded
0,2020-21,Conwy,Clwyd Alyn Housing Association,Non-Capital Grant Funded
0,2020-21,Conwy,Abbeyfield Colwyn Bay,Total
0,2020-21,Conwy,Abbeyfield Colwyn Bay,Capital Grant Funded
0,2020-21,Conwy,Abbeyfield Colwyn Bay,Non-Capital Grant Funded
0,2020-21,Conwy,Grwp Cynefin,Total
0,2020-21,Conwy,Grwp Cynefin,Capital Grant Funded
0,2020-21,Conwy,Grwp Cynefin,Non-Capital Grant Funded
6,2020-21,Conwy,Stori Cymru,Total
6,2020-21,Conwy,Stori Cymru,Capital Grant Funded
0,2020-21,Conwy,Stori Cymru,Non-Capital Grant Funded
1,2020-21,Conwy,First Choice Housing Association,Total
1,2020-21,Conwy,First Choice Housing Association,Capital Grant Funded
0,2020-21,Conwy,First Choice Housing Association,Non-Capital Grant Funded
0,2020-21,Conwy,Abbeyfield Llanrwst,Total
0,2020-21,Conwy,Abbeyfield Llanrwst,Capital Grant Funded
0,2020-21,Conwy,Abbeyfield Llanrwst,Non-Capital Grant Funded
0,2020-21,Conwy,North Wales Housing Association,Total
0,2020-21,Conwy,North Wales Housing Association,Capital Grant Funded
0,2020-21,Conwy,North Wales Housing Association,Non-Capital Grant Funded
0,2020-21,Conwy,Abbeyfield Wales,Total
0,2020-21,Conwy,Abbeyfield Wales,Capital Grant Funded
0,2020-21,Conwy,Abbeyfield Wales,Non-Capital Grant Funded
0,2020-21,Conwy,Wales and West Housing,Total
0,2020-21,Conwy,Wales and West Housing,Capital Grant Funded
0,2020-21,Conwy,Wales and West Housing,Non-Capital Grant Funded
61,2020-21,Conwy,Cartrefi Conwy,Total
56,2020-21,Conwy,Cartrefi Conwy,Capital Grant Funded
5,2020-21,Conwy,Cartrefi Conwy,Non-Capital Grant Funded
8,2020-21,Conwy,Adra,Total
0,2020-21,Conwy,Adra,Capital Grant Funded
8,2020-21,Conwy,Adra,Non-Capital Grant Funded
20,2020-21,Denbighshire,Denbighshire,Total
4,2020-21,Denbighshire,Denbighshire,Capital Grant Funded
16,2020-21,Denbighshire,Denbighshire,Non-Capital Grant Funded
100,2020-21,Denbighshire,Registered Social Landlords,Total
41,2020-21,Denbighshire,Registered Social Landlords,Capital Grant Funded
59,2020-21,Denbighshire,Registered Social Landlords,Non-Capital Grant Funded
39,2020-21,Denbighshire,Clwyd Alyn Housing Association,Total
29,2020-21,Denbighshire,Clwyd Alyn Housing Association,Capital Grant Funded
10,2020-21,Denbighshire,Clwyd Alyn Housing Association,Non-Capital Grant Funded
7,2020-21,Denbighshire,Grwp Cynefin,Total
4,2020-21,Denbighshire,Grwp Cynefin,Capital Grant Funded
3,2020-21,Denbighshire,Grwp Cynefin,Non-Capital Grant Funded
0,2020-21,Denbighshire,Stori Cymru,Total
0,2020-21,Denbighshire,Stori Cymru,Capital Grant Funded
0,2020-21,Denbighshire,Stori Cymru,Non-Capital Grant Funded
2,2020-21,Denbighshire,First Choice Housing Association,Total
2,2020-21,Denbighshire,First Choice Housing Association,Capital Grant Funded
0,2020-21,Denbighshire,First Choice Housing Association,Non-Capital Grant Funded
18,2020-21,Denbighshire,North Wales Housing Association,Total
0,2020-21,Denbighshire,North Wales Housing Association,Capital Grant Funded
18,2020-21,Denbighshire,North Wales Housing Association,Non-Capital Grant Funded
0,2020-21,Denbighshire,Abbeyfield Wales,Total
0,2020-21,Denbighshire,Abbeyfield Wales,Capital Grant Funded
0,2020-21,Denbighshire,Abbeyfield Wales,Non-Capital Grant Funded
2,2020-21,Denbighshire,Wales and West Housing,Total
2,2020-21,Denbighshire,Wales and West Housing,Capital Grant Funded
0,2020-21,Denbighshire,Wales and West Housing,Non-Capital Grant Funded
12,2020-21,Denbighshire,Cartrefi Conwy,Total
4,2020-21,Denbighshire,Cartrefi Conwy,Capital Grant Funded
8,2020-21,Denbighshire,Cartrefi Conwy,Non-Capital Grant Funded
20,2020-21,Denbighshire,Adra,Total
0,2020-21,Denbighshire,Adra,Capital Grant Funded
20,2020-21,Denbighshire,Adra,Non-Capital Grant Funded
84,2020-21,Flintshire,Flintshire,Total
0,2020-21,Flintshire,Flintshire,Capital Grant Funded
84,2020-21,Flintshire,Flintshire,Non-Capital Grant Funded
144,2020-21,Flintshire,Registered Social Landlords,Total
131,2020-21,Flintshire,Registered Social Landlords,Capital Grant Funded
